,CustomerID,Frequency,Sold,Days,Cluster
1563,14483.0,10,129.2,149,0
1564,14484.0,14,321.92,49,0
1565,14485.0,47,165.75,38,0
1566,14487.0,145,1183.58,26,0
1567,14488.0,49,1047.43,50,0
1568,14489.0,30,463.38,206,0
1569,14491.0,17,340.93,174,0
1570,14493.0,123,2362.84,6,2
1571,14494.0,7,139.56,25,0
1572,14495.0,6,123.8,50,0
1573,14496.0,19,538.8100000000001,311,0
1574,14497.0,31,457.47,300,0
1575,14498.0,193,1957.32,42,2
1576,14499.0,194,815.32,25,0
1577,14500.0,7,356.85,87,0
1578,14501.0,12,190.31,63,0
1579,14502.0,631,2351.02,19,2
1580,14503.0,164,3543.26,2,2
1581,14504.0,107,673.26,46,0
1583,14506.0,316,2012.17,16,2
1584,14507.0,98,1368.18,23,0
1585,14508.0,57,276.42,21,0
1586,14511.0,71,1267.4099999999999,10,0
1587,14512.0,23,275.28,187,0
1588,14513.0,18,438.49,100,0
1589,14514.0,73,1055.35,60,0
1590,14515.0,101,2102.09,17,2
1591,14517.0,18,330.45,32,0
1592,14518.0,16,174.37,63,0
1593,14520.0,4,270.6,1,0
1594,14522.0,17,974.54,23,0
1595,14523.0,12,241.09,107,0
1596,14524.0,203,1867.68,31,2
1597,14525.0,298,4221.37,8,2
1599,14528.0,18,364.21999999999997,36,0
1600,14529.0,229,620.04,59,0
1601,14530.0,216,2925.91,25,2
1602,14532.0,64,932.85,235,0
1603,14533.0,65,1812.6200000000001,24,2
1604,14534.0,558,4075.35,2,2
1605,14535.0,333,2841.09,58,2
1606,14536.0,19,171.8,259,0
1607,14537.0,10,355.56,57,0
1608,14538.0,19,388.25,64,0
1609,14539.0,32,537.48,15,0
1610,14540.0,76,996.26,9,0
1611,14541.0,111,1461.65,58,0
1612,14542.0,5,103.25,185,0
1613,14543.0,107,2916.17,3,2
1614,14544.0,114,2024.45,23,2
1615,14546.0,417,2487.02,3,2
1616,14547.0,367,3986.7400000000002,3,2
1617,14548.0,4,652.8,150,0
1618,14549.0,56,289.24,310,0
1619,14550.0,48,765.62,10,0
1620,14551.0,10,186.23,17,0
1621,14552.0,58,165.07,151,0
1622,14553.0,113,859.27,18,0
1623,14554.0,216,2381.04,9,2
1624,14555.0,21,324.14,56,0
1625,14560.0,76,2174.18,6,2
1626,14561.0,69,1080.76,75,0
1627,14562.0,446,4709.22,3,2
1628,14565.0,129,3073.77,95,2
1629,14566.0,4,1432.0,110,0
1630,14567.0,34,1524.46,34,0
1631,14569.0,12,227.39,0,0
1632,14570.0,29,218.06,280,0
1633,14572.0,273,2803.69,2,2
1634,14573.0,241,1603.72,179,0
1635,14576.0,1,35.400000000000006,371,0
1636,14577.0,123,859.71,12,0
1637,14578.0,24,168.63,2,0
1638,14581.0,17,138.6,16,0
1639,14582.0,6,114.11,40,0
1640,14583.0,330,1052.55,5,0
1641,14584.0,101,1029.26,168,0
1642,14585.0,29,157.05,49,0
1643,14586.0,27,134.16,226,0
1644,14587.0,384,1598.24,18,0
1645,14589.0,3,39.75,371,0
1646,14591.0,197,1447.14,14,0
1647,14592.0,164,570.46,34,0
1648,14593.0,152,617.99,21,0
1649,14594.0,53,379.83,6,0
1650,14595.0,102,1740.6,19,2
1651,14597.0,55,883.15,10,0
1652,14598.0,50,221.97,43,0
1653,14600.0,25,393.33000000000004,305,0
1654,14601.0,7,213.96,10,0
1655,14603.0,2,660.0,274,0
1657,14607.0,114,11341.1,15,1
1658,14608.0,20,1785.15,3,2
1659,14609.0,4,601.56,71,0
1660,14616.0,3,406.08000000000004,242,0
1661,14618.0,17,538.59,8,0
1662,14619.0,22,379.51,238,0
1663,14620.0,30,393.28000000000003,203,0
1664,14621.0,96,1765.76,0,2
1665,14622.0,21,320.58000000000004,184,0
1666,14623.0,135,869.35,31,0
1667,14624.0,13,225.85,56,0
1668,14625.0,57,848.48,184,0
1669,14626.0,126,2757.07,8,2
1670,14628.0,24,671.96,90,0
1671,14629.0,153,939.21,3,0
1672,14631.0,41,1006.98,50,0
1673,14632.0,8,114.56,262,0
1674,14633.0,20,344.90000000000003,265,0
1675,14636.0,28,609.85,35,0
1676,14638.0,16,443.6,50,0
1677,14639.0,175,2952.34,51,2
1678,14640.0,113,2042.15,15,2
1679,14641.0,7,110.46,21,0
1680,14642.0,2,96.12,58,0
1681,14643.0,34,668.61,169,0
1682,14644.0,29,780.46,8,0
1683,14645.0,30,597.09,156,0
1685,14647.0,30,243.22,200,0
1686,14649.0,199,1417.29,4,0
1687,14651.0,102,654.6,66,0
1688,14652.0,29,114.18,76,0
1689,14653.0,237,1947.55,0,2
1690,14655.0,50,1930.15,3,2
1691,14656.0,80,291.05,168,0
1692,14657.0,127,838.27,17,0
1693,14658.0,29,247.15,4,0
1694,14659.0,259,2456.53,8,2
1695,14660.0,30,285.74,86,0
1696,14661.0,4,107.95,26,0
1697,14662.0,168,771.17,28,0
1698,14664.0,99,637.89,19,0
1699,14665.0,117,1258.38,60,0
1700,14666.0,14,195.25,23,0
1701,14667.0,576,9231.2,10,1
1702,14669.0,170,1269.99,241,0
1703,14670.0,132,411.53,279,0
1704,14672.0,61,765.55,234,0
1705,14673.0,74,1736.4,2,2
1706,14675.0,102,604.75,15,0
1707,14676.0,44,2543.2400000000002,30,2
1709,14681.0,7,498.95,70,0
1710,14682.0,2,52.0,187,0
1711,14684.0,421,1236.28,25,0
1712,14687.0,15,628.38,106,0
1713,14688.0,359,5107.38,7,2
1714,14689.0,13,112.8,208,0
1715,14690.0,54,358.61,43,0
1716,14691.0,71,2114.33,30,2
1717,14692.0,69,582.05,136,0
1718,14693.0,8,172.9,264,0
1719,14696.0,133,2070.97,3,2
1720,14697.0,22,188.60999999999999,217,0
1721,14698.0,210,1250.76,1,0
1722,14699.0,8,109.13000000000001,213,0
1723,14700.0,115,2235.3,31,2
1724,14701.0,350,2486.2200000000003,10,2
1725,14702.0,348,3250.64,0,2
1726,14703.0,22,318.17,14,0
1727,14704.0,415,1546.91,10,0
1728,14705.0,1,179.0,198,0
1729,14708.0,29,1096.67,2,0
1730,14709.0,197,4911.14,14,2
1731,14710.0,139,606.13,13,0
1732,14711.0,359,2838.2,9,2
1733,14712.0,25,917.07,28,0
1734,14713.0,341,2664.2599999999998,8,2
1735,14714.0,10,160.19,23,0
1736,14715.0,71,867.38,24,0
1737,14716.0,55,329.68,42,0
1738,14719.0,238,1592.18,1,0
1739,14720.0,37,663.81,5,0
1740,14722.0,29,187.92000000000002,146,0
1741,14723.0,278,1158.3,9,0
1742,14725.0,52,718.08,24,0
1743,14727.0,10,268.58,273,0
1744,14729.0,71,313.49,373,0
1745,14730.0,501,2005.06,0,2
1746,14731.0,45,380.02,46,0
1747,14732.0,149,2686.34,7,2
1748,14733.0,216,9451.54,8,1
1749,14735.0,205,5807.6900000000005,3,1
1750,14737.0,17,1164.55,3,0
1751,14738.0,56,1289.94,38,0
1752,14739.0,61,3899.1,1,2
1753,14740.0,93,1423.21,190,0
1754,14741.0,59,1400.34,11,0
1755,14744.0,28,1088.53,15,0
1756,14745.0,70,1167.16,112,0
1757,14747.0,19,294.3,247,0
1758,14748.0,92,1311.79,28,0
1759,14752.0,5,389.64,43,0
1760,14753.0,30,563.15,86,0
1761,14754.0,41,638.05,44,0
1762,14755.0,237,4965.38,9,2
1763,14756.0,38,738.96,14,0
1764,14757.0,19,420.5,74,0
1765,14758.0,71,1484.06,144,0
1766,14759.0,102,1625.97,4,0
1767,14760.0,7,53.8,293,0
1768,14761.0,11,255.9,58,0
1769,14762.0,21,300.52,263,0
1770,14764.0,7,250.55,43,0
1771,14765.0,39,254.11,28,0
1772,14766.0,137,2423.07,7,2
1773,14768.0,6,139.5,16,0
1775,14770.0,52,876.42,231,0
1776,14772.0,9,139.26,111,0
1777,14775.0,60,1011.9,57,0
1778,14776.0,134,2195.58,50,2
1779,14778.0,35,730.86,126,0
1780,14779.0,41,386.15,280,0
1781,14780.0,27,447.68,54,0
1782,14782.0,6,200.10000000000002,319,0
1783,14784.0,15,289.99,25,0
1784,14785.0,3,77.4,9,0
1785,14788.0,30,679.4399999999999,6,0
1786,14789.0,6,197.64,28,0
1787,14790.0,46,745.06,16,0
1788,14793.0,15,214.14,3,0
1789,14794.0,82,1272.11,2,0
1790,14795.0,6,131.45000000000002,165,0
1792,14798.0,12,173.74,52,0
1793,14799.0,13,157.7,50,0
1794,14800.0,392,4236.34,47,2
1795,14801.0,59,193.14,60,0
1796,14803.0,44,845.55,161,0
1797,14804.0,12,353.27,8,0
1798,14805.0,47,554.65,14,0
1799,14806.0,11,193.39000000000001,74,0
1800,14808.0,256,2175.37,39,2
1801,14810.0,255,2087.88,40,2
1802,14813.0,30,155.43,369,0
1803,14815.0,53,778.5,36,0
1804,14816.0,4,271.85,196,0
1805,14817.0,63,1110.34,199,0
1806,14818.0,48,657.8,73,0
1807,14819.0,13,272.07,63,0
1808,14820.0,29,507.29,20,0
1809,14821.0,2,48.800000000000004,366,0
1810,14823.0,70,321.43,179,0
1811,14824.0,29,1127.71,9,0
1812,14825.0,121,2226.91,3,2
1813,14828.0,17,2139.76,196,2
1814,14829.0,45,644.65,28,0
1815,14830.0,40,197.13,52,0
1816,14834.0,70,1698.35,17,0
1817,14836.0,6,102.44999999999999,9,0
1818,14837.0,110,1641.2,89,0
1819,14840.0,4,62.85,267,0
1820,14841.0,138,3295.76,52,2
1821,14842.0,158,2456.8,34,2
1822,14844.0,130,3189.81,63,2
1823,14847.0,13,309.4,148,0
1824,14849.0,392,7904.28,21,1
1825,14850.0,22,278.15,311,0
1826,14851.0,28,511.35,22,0
1827,14852.0,143,2836.69,57,2
1828,14853.0,10,463.05,8,0
1829,14854.0,131,2749.89,77,2
1830,14855.0,20,645.65,118,0
1831,14856.0,66,1311.3799999999999,35,0
1832,14857.0,61,1165.65,59,0
1833,14859.0,59,1352.04,12,0
1834,14860.0,12,168.62,8,0
1835,14861.0,6,125.79,51,0
1836,14862.0,48,841.1999999999999,25,0
1837,14863.0,11,266.76,28,0
1838,14865.0,4,52.2,6,0
1840,14867.0,37,701.33,185,0
1841,14868.0,147,2939.64,2,2
1842,14869.0,72,721.95,3,0
1843,14870.0,13,327.25,261,0
1844,14871.0,98,522.38,2,0
1845,14873.0,28,519.68,209,0
1846,14875.0,50,1448.72,8,0
1847,14878.0,124,1485.54,12,0
1848,14880.0,47,706.19,76,0
1849,14881.0,17,255.4,19,0
1850,14882.0,11,589.7,26,0
1851,14883.0,54,756.64,18,0
1852,14885.0,15,765.3199999999999,131,0
1853,14886.0,18,364.8,252,0
1854,14887.0,6,1862.0,78,2
1855,14888.0,20,369.2,206,0
1856,14889.0,10,135.9,335,0
1857,14890.0,7,125.65,253,0
1858,14891.0,33,554.38,147,0
1859,14893.0,73,1237.8500000000001,9,0
1860,14894.0,23,655.75,84,0
1861,14895.0,506,11020.26,7,1
1862,14896.0,43,468.77000000000004,204,0
1863,14897.0,55,1366.38,7,0
1864,14898.0,119,1228.32,22,0
1865,14901.0,98,1414.99,10,0
1866,14902.0,24,314.11,20,0
1867,14903.0,364,2744.48,20,2
1868,14904.0,69,1025.44,1,0
1869,14905.0,18,599.9,153,0
1870,14907.0,168,3478.85,2,2
1871,14908.0,9,277.8,73,0
1872,14910.0,35,389.86,2,0
1874,14912.0,28,841.52,16,0
1875,14913.0,87,1227.43,35,0
1876,14915.0,13,258.83,85,0
1877,14916.0,79,1264.84,70,0
1878,14918.0,45,1610.15,115,0
1879,14920.0,57,977.77,212,0
1880,14921.0,78,1316.07,29,0
1881,14923.0,44,749.1,50,0
1882,14924.0,10,310.05,245,0
1883,14929.0,11,223.88,31,0
1884,14930.0,128,2372.86,108,2
1885,14931.0,42,964.6800000000001,4,0
1886,14932.0,17,363.53,365,0
1887,14934.0,88,1888.84,72,2
1888,14935.0,10,1784.71,296,2
1889,14936.0,366,8117.42,8,1
1890,14937.0,35,1617.63,56,0
1891,14944.0,172,5842.95,29,1
1892,14946.0,3,100.9,13,0
1893,14947.0,14,290.82,71,0
1894,14948.0,64,1066.57,22,0
1895,14950.0,20,361.25,8,0
1896,14951.0,20,311.69,78,0
1897,14952.0,149,7912.79,45,1
1898,14953.0,55,289.82,24,0
1899,14954.0,85,336.17,11,0
1900,14957.0,12,58.49,252,0
1901,14958.0,42,499.68,146,0
1902,14959.0,61,684.97,58,0
1903,14960.0,27,221.27,7,0
1904,14961.0,317,7006.58,10,1
1905,14962.0,5,126.7,270,0
1906,14963.0,198,1487.8,9,0
1907,14964.0,13,206.21,246,0
1908,14965.0,83,599.0,95,0
1909,14966.0,38,191.32,14,0
1910,14967.0,6,463.8,49,0
1911,14968.0,37,147.59,29,0
1912,14970.0,34,1592.06,67,0
1913,14971.0,160,1116.57,34,0
1914,14972.0,18,114.77,127,0
1915,14973.0,32,1314.45,106,0
1916,14974.0,21,114.39,36,0
1917,14975.0,11,279.94,56,0
1918,14976.0,73,765.86,56,0
1919,14978.0,216,1931.42,71,2
1920,14981.0,8,102.12,245,0
1921,14984.0,41,213.27,18,0
1922,14985.0,87,296.75,197,0
1923,14987.0,4,326.4,15,0
1924,14988.0,40,334.54,211,0
1925,14995.0,61,233.23000000000002,38,0
1926,14997.0,27,540.98,45,0
1927,14998.0,75,429.87,169,0
1928,15000.0,77,490.52,47,0
1929,15002.0,115,1641.76,115,0
1930,15004.0,158,1246.32,146,0
1932,15006.0,144,502.09,50,0
1933,15007.0,12,156.91,158,0
1934,15009.0,182,1261.78,11,0
1935,15010.0,20,308.94,35,0
1936,15012.0,128,423.04,53,0
1937,15014.0,35,260.17,42,0
1938,15016.0,20,170.04,172,0
1939,15017.0,20,125.58,33,0
1940,15018.0,32,456.26,38,0
1941,15019.0,70,266.0,266,0
1942,15021.0,479,1872.28,8,2
1943,15022.0,135,905.04,11,0
1944,15023.0,563,6763.16,2,1
1945,15024.0,155,1661.33,9,0
1946,15025.0,72,377.01,32,0
1947,15026.0,61,469.0,79,0
1948,15027.0,37,1051.95,30,0
1949,15028.0,48,627.13,7,0
1950,15030.0,7,518.28,71,0
1951,15031.0,111,668.14,3,0
1952,15032.0,55,4464.1,255,2
1953,15033.0,513,2571.02,4,2
1954,15034.0,400,4277.66,15,2
1955,15035.0,27,252.73000000000002,89,0
1956,15036.0,127,465.55,71,0
1957,15038.0,133,665.59,42,0
1959,15041.0,67,180.35,169,0
1960,15042.0,5,135.93,198,0
1961,15043.0,3,537.0,30,0
1962,15044.0,461,7629.38,18,1
1963,15045.0,13,633.66,151,0
1964,15046.0,207,5064.01,8,2
1965,15047.0,22,343.62,269,0
1966,15048.0,98,380.57,64,0
1967,15049.0,3,121.17000000000002,273,0
1968,15050.0,80,1727.17,24,2
1969,15051.0,143,1391.61,22,0
1970,15052.0,30,215.78,318,0
1971,15053.0,71,697.79,4,0
1972,15054.0,114,302.1,11,0
1973,15057.0,25,1489.5,274,0
1974,15058.0,276,2124.9900000000002,24,2
1975,15059.0,239,1325.82,40,0
1976,15060.0,121,303.09,7,0
1978,15062.0,57,987.86,70,0
1979,15063.0,5,370.79999999999995,212,0
1980,15065.0,158,3135.98,37,2
1981,15066.0,53,760.59,31,0
1982,15067.0,82,1744.76,77,2
1983,15068.0,104,553.36,45,0
1984,15069.0,70,1109.53,178,0
1985,15070.0,1,106.2,372,0
1986,15071.0,26,982.07,93,0
1987,15073.0,76,612.43,9,0
1988,15074.0,42,748.87,104,0
1989,15075.0,27,773.03,77,0
1990,15076.0,49,880.85,172,0
1991,15078.0,451,9623.35,6,1
1992,15079.0,48,893.66,212,0
1993,15081.0,35,487.35,21,0
1994,15083.0,5,88.2,256,0
1995,15087.0,15,306.94,281,0
1996,15088.0,60,1140.27,20,0
1997,15089.0,145,2420.84,9,2
1998,15090.0,23,381.32,307,0
1999,15091.0,31,476.96,53,0
2000,15092.0,26,457.81,214,0
2001,15093.0,112,4410.14,17,2
2002,15095.0,49,1364.7,103,0
2003,15096.0,11,219.39000000000001,42,0
2004,15097.0,25,248.08,3,0
2005,15098.0,5,649.5,181,0
2006,15099.0,23,410.48,83,0
2007,15100.0,6,635.1,329,0
2008,15101.0,9,310.03,8,0
2009,15103.0,35,703.36,30,0
2010,15104.0,71,1002.54,166,0
2011,15105.0,101,2298.93,17,2
2012,15106.0,102,1407.73,17,0
2013,15107.0,20,247.66,310,0
2014,15108.0,61,1291.75,141,0
2015,15109.0,31,463.75,240,0
2016,15110.0,40,970.25,23,0
2017,15111.0,84,1567.48,28,0
2018,15113.0,101,3439.41,9,2
2019,15114.0,197,2760.56,29,2
2020,15115.0,21,340.11,17,0
2021,15116.0,45,1352.75,17,0
2022,15117.0,80,1550.13,14,0
2023,15118.0,1,244.8,133,0
2024,15119.0,14,266.4,245,0
2025,15120.0,22,343.82,129,0
2026,15121.0,28,457.72,49,0
2027,15122.0,87,1612.13,84,0
2028,15123.0,106,2199.31,6,2
2029,15124.0,15,184.19,22,0
2030,15125.0,140,11117.05,24,1
2031,15127.0,16,406.53,65,0
2032,15128.0,111,1419.54,59,0
2033,15129.0,84,3447.4,49,2
2034,15130.0,22,330.11,169,0
2035,15132.0,52,977.9300000000001,17,0
2036,15133.0,29,982.42,127,0
2037,15134.0,73,1387.99,14,0
2038,15135.0,10,127.15,232,0
2039,15136.0,69,1282.45,2,0
2040,15139.0,13,178.96,239,0
2041,15140.0,81,2350.0,51,2
2042,15142.0,26,498.74,45,0
2043,15143.0,14,259.45,225,0
2044,15144.0,218,6530.04,7,1
2045,15145.0,67,1194.73,3,0
2046,15146.0,95,1313.66,164,0
2047,15147.0,29,608.65,218,0
2048,15148.0,20,301.29,10,0
2049,15149.0,23,520.8000000000001,133,0
2050,15150.0,344,5303.97,16,1
2051,15152.0,278,4684.24,9,2
2052,15153.0,22,329.25,30,0
2053,15154.0,92,240.27,73,0
2054,15156.0,55,961.49,0,0
2055,15157.0,133,1869.5,3,2
2056,15158.0,7,401.40000000000003,44,0
2058,15160.0,4,158.16,356,0
2059,15163.0,29,304.47,17,0
2060,15164.0,103,843.05,68,0
2061,15165.0,27,487.75,372,0
2062,15167.0,41,163.0,320,0
2063,15168.0,5,106.56,25,0
2064,15171.0,7,1034.5,324,0
2065,15172.0,110,1624.05,8,0
2066,15174.0,11,135.75,322,0
2067,15175.0,23,224.14,71,0
2068,15178.0,3,40.5,259,0
2069,15179.0,95,2186.2,17,2
2070,15180.0,6,87.5,366,0
2071,15181.0,18,680.28,65,0
2072,15182.0,29,622.85,153,0
2073,15184.0,63,406.76,28,0
2074,15185.0,21,310.62,69,0
2075,15186.0,19,411.41,13,0
2076,15187.0,93,4670.08,1,2
2078,15192.0,51,1044.32,119,0
2079,15193.0,19,499.32,60,0
2080,15194.0,326,7521.17,2,1
2081,15195.0,1,3861.0,2,2
2082,15197.0,36,656.44,8,0
2083,15198.0,10,193.64,91,0
2084,15199.0,13,1268.7,58,0
2085,15201.0,97,927.84,78,0
2086,15203.0,142,1827.8,25,2
2087,15204.0,9,316.58,356,0
2088,15205.0,38,648.8299999999999,84,0
2089,15206.0,9,420.29999999999995,9,0
2090,15208.0,43,867.62,0,0
2091,15210.0,20,331.18,224,0
2092,15211.0,52,894.4100000000001,59,0
2093,15212.0,7,88.94999999999999,238,0
2094,15213.0,25,325.05,318,0
2095,15214.0,110,1661.44,1,0
2096,15215.0,43,615.99,44,0
2097,15216.0,2,96.6,87,0
2098,15218.0,166,5756.89,10,1
2099,15219.0,9,305.75,175,0
2100,15220.0,119,1758.92,51,2
2101,15221.0,11,114.1,365,0
2102,15222.0,5,585.0,318,0
2103,15223.0,32,454.90000000000003,225,0
2104,15224.0,16,310.48,357,0
2105,15225.0,23,409.40000000000003,233,0
2106,15226.0,8,154.41,310,0
2107,15227.0,58,1219.4,36,0
2108,15228.0,126,3376.96,65,2
2109,15230.0,23,429.6,238,0
2110,15232.0,31,612.06,112,0
2111,15234.0,14,197.0,276,0
2112,15235.0,143,2247.51,217,2
2113,15236.0,15,321.05,298,0
2114,15237.0,99,1412.32,1,0
2115,15238.0,52,1056.54,28,0
2116,15239.0,52,764.34,9,0
2117,15240.0,83,1685.57,44,0
2118,15241.0,111,1738.59,66,2
2119,15243.0,22,316.68,73,0
2120,15244.0,34,631.57,64,0
2121,15245.0,89,2515.84,133,2
2122,15246.0,33,514.15,237,0
2123,15247.0,6,356.0,121,0
2124,15249.0,358,6657.36,31,1
2125,15251.0,121,10327.11,8,1
2126,15252.0,44,740.78,35,0
2127,15253.0,55,915.3,15,0
2128,15254.0,18,300.36,126,0
2129,15255.0,47,890.85,66,0
2130,15256.0,6,98.45,148,0
2131,15257.0,8,232.14999999999998,280,0
2132,15258.0,34,623.16,168,0
2133,15260.0,78,1780.77,99,2
2134,15261.0,19,254.82,134,0
2135,15262.0,10,178.95000000000002,323,0
2136,15263.0,12,156.51,106,0
2137,15264.0,23,393.74,63,0
2138,15265.0,82,1506.1200000000001,150,0
2139,15266.0,6,119.3,337,0
2140,15267.0,11,1717.36,21,0
2141,15269.0,2,408.8,23,0
2142,15270.0,48,2298.2,15,2
2143,15271.0,275,2485.82,6,2
2144,15272.0,63,721.94,56,0
2145,15274.0,47,716.57,3,0
2146,15275.0,42,609.19,30,0
2147,15276.0,52,135.31,65,0
2148,15277.0,12,255.89999999999998,46,0
2149,15279.0,21,277.40999999999997,354,0
2150,15280.0,16,113.12,171,0
2151,15281.0,150,2239.9500000000003,58,2
2152,15286.0,3,240.55,49,0
2153,15287.0,21,485.24,21,0
2154,15288.0,88,2306.52,42,2
2155,15289.0,59,935.1,28,0
2156,15290.0,212,7803.7699999999995,4,1
2157,15291.0,109,4596.51,25,2
2158,15292.0,25,180.94,200,0
2159,15296.0,200,3610.31,43,2
2160,15297.0,41,635.04,9,0
2161,15298.0,194,3774.1,1,2
2162,15299.0,12,3787.09,66,2
2163,15300.0,28,496.44,63,0
2164,15301.0,247,5028.12,50,2
2165,15303.0,31,574.02,289,0
2166,15304.0,26,680.3,60,0
2167,15306.0,58,1174.35,63,0
2168,15307.0,12,205.3,95,0
2169,15308.0,21,302.27,270,0
2171,15312.0,48,921.1,74,0
2172,15313.0,1,52.0,109,0
2173,15314.0,24,327.97,198,0
2174,15315.0,38,551.54,63,0
2175,15316.0,1,165.0,326,0
2176,15318.0,33,312.62,3,0
2177,15319.0,16,204.5,283,0
2178,15320.0,36,267.13,43,0
2179,15321.0,106,2650.73,48,2
2180,15322.0,49,602.97,63,0
2181,15325.0,49,162.29,103,0
2182,15326.0,29,311.71,333,0
2183,15327.0,10,208.75,52,0
2184,15329.0,62,1005.5,34,0
2185,15330.0,13,714.96,31,0
2186,15332.0,35,1661.06,365,0
2187,15333.0,16,1028.56,207,0
2188,15334.0,99,351.67,156,0
2189,15335.0,36,173.97,53,0
2190,15339.0,88,557.57,65,0
2191,15341.0,17,2020.52,80,2
2192,15342.0,26,391.76,115,0
2193,15343.0,21,364.5,86,0
2194,15344.0,32,476.58,0,0
2195,15345.0,23,367.69,34,0
2196,15346.0,17,252.42000000000002,332,0
2197,15347.0,5,201.60000000000002,365,0
2198,15348.0,9,158.04,71,0
2199,15349.0,72,473.81,157,0
2200,15350.0,5,115.65,372,0
2201,15351.0,233,1862.14,11,2
2202,15353.0,63,777.02,254,0
2203,15355.0,14,277.05,28,0
2204,15356.0,519,2766.5,30,2
2205,15358.0,561,8234.8,4,1
2206,15360.0,13,427.93,39,0
2207,15361.0,7,418.92,361,0
2208,15363.0,17,318.05,240,0
2209,15364.0,29,913.19,95,0
2210,15365.0,151,1330.45,25,0
2211,15366.0,44,602.51,74,0
2212,15367.0,96,1867.69,56,2
2213,15368.0,4,446.94000000000005,20,0
2214,15370.0,95,2360.55,40,2
2215,15372.0,27,2007.3999999999999,136,2
2216,15373.0,137,2213.11,7,2
2217,15374.0,3,168.0,128,0
2218,15376.0,117,1233.3600000000001,39,0
2219,15379.0,196,3631.8900000000003,168,2
2220,15380.0,37,1682.3600000000001,8,0
2221,15381.0,8,596.85,213,0
2222,15382.0,306,5927.86,14,1
2223,15384.0,43,635.76,169,0
2224,15385.0,12,316.88,39,0
2225,15386.0,31,394.14,185,0
2226,15388.0,10,140.54,269,0
2227,15389.0,1,500.0,171,0
2228,15392.0,85,1515.73,4,0
2229,15393.0,12,231.86,15,0
2230,15394.0,85,2183.54,9,2
2231,15395.0,7,107.45,325,0
2232,15396.0,14,288.18,112,0
2233,15397.0,6,94.0,289,0
2234,15398.0,74,1339.63,15,0
2235,15399.0,50,815.77,0,0
2236,15400.0,13,666.7,91,0
2237,15402.0,42,626.77,148,0
2238,15405.0,8,349.1,188,0
2239,15406.0,58,426.61,17,0
2240,15407.0,153,1056.44,33,0
2241,15408.0,34,267.18,263,0
2242,15410.0,122,3450.84,83,2
2243,15411.0,100,1346.38,25,0
2244,15412.0,10,190.53,170,0
2245,15414.0,39,774.9000000000001,9,0
2246,15415.0,48,572.8100000000001,312,0
2247,15416.0,193,3974.37,64,2
2248,15417.0,28,508.8,84,0
2249,15419.0,8,135.86,24,0
2250,15421.0,53,950.36,58,0
2251,15422.0,6,97.7,322,0
2252,15423.0,2,43.5,37,0
2253,15424.0,17,383.34,253,0
2254,15426.0,300,1429.9,18,0
2255,15427.0,306,1483.14,32,0
2256,15428.0,6,93.78,14,0
2257,15429.0,83,364.90000000000003,26,0
2258,15432.0,10,171.19,22,0
2259,15433.0,53,417.87,78,0
2260,15434.0,59,997.48,7,0
2261,15435.0,29,149.29,21,0
2262,15436.0,329,1122.53,11,0
2263,15437.0,45,200.16,261,0
2264,15438.0,25,156.57999999999998,130,0
2265,15440.0,62,383.68,54,0
2266,15442.0,2,594.0,248,0
2267,15443.0,385,3212.16,1,2
2268,15444.0,219,1418.26,8,0
2269,15445.0,5,113.5,263,0
2270,15447.0,9,155.17,330,0
2271,15448.0,28,494.64,312,0
2272,15449.0,62,971.22,25,0
2273,15450.0,30,429.84,29,0
2274,15452.0,58,538.73,29,0
2275,15453.0,286,1388.37,1,0
2276,15454.0,25,179.1,361,0
2277,15456.0,60,447.22,282,0
2278,15457.0,58,237.07,261,0
2279,15458.0,7,161.64,24,0
2280,15460.0,58,216.76,353,0
2281,15462.0,11,234.6,93,0
2282,15463.0,7,126.14,28,0
2283,15464.0,157,1048.85,337,0
2284,15465.0,104,6945.0199999999995,19,1
2285,15466.0,57,334.53,84,0
2286,15467.0,53,511.88,8,0
2287,15468.0,29,438.46,34,0
2288,15469.0,27,504.5,42,0
2289,15471.0,77,469.48,1,0
2290,15472.0,76,371.56,112,0
2291,15473.0,14,1465.2,13,0
2292,15475.0,29,454.10999999999996,76,0
2293,15478.0,46,1441.42,39,0
2294,15480.0,45,905.5,115,0
2295,15482.0,127,6568.72,15,1
2296,15483.0,88,233.81,160,0
2297,15484.0,189,3563.11,0,2
2298,15485.0,86,2575.0,29,2
2299,15488.0,2,91.32000000000001,92,0
2300,15489.0,55,1090.03,22,0
2301,15491.0,155,3090.85,94,2
2302,15492.0,35,659.4599999999999,27,0
2303,15493.0,299,1967.25,32,2
2304,15494.0,125,1299.23,20,0
2305,15497.0,16,1259.7,17,0
2306,15498.0,523,12396.46,0,1
2307,15500.0,68,1131.56,7,0
2308,15502.0,252,5541.46,15,1
2309,15503.0,70,147.09,362,0
2310,15504.0,13,52.83,80,0
2311,15505.0,99,3497.14,52,2
2312,15506.0,164,979.26,22,0
2313,15507.0,46,492.36,171,0
2314,15508.0,92,1000.27,188,0
2315,15510.0,1,250.0,330,0
2316,15511.0,160,909.23,11,0
2317,15512.0,7,121.0,155,0
2319,15514.0,218,2963.19,11,2
2320,15516.0,15,62.43,44,0
2321,15517.0,27,267.03,232,0
2322,15518.0,220,1911.89,63,2
2323,15520.0,18,343.5,1,0
2324,15521.0,200,2574.65,35,2
