OBJECTID,Codigo,Texto,Cod_Prov,Cod_CCAA,TotalParoRegistrado,PAD_1C02,PAD_1_COD_PROV,PAD_1_COD_CCAA,Shape__Area,Shape__Length,Codigop
11684,23010,Bailén,23,1,2270.0,17924.0,,,189421000.239502,63457.291501765096,
11685,23011,Baños de la Encina,23,1,222.0,2613.0,,,637589378.352783,138289.33267165,
11686,23012,Beas de Segura,23,1,259.0,5275.0,,,260576627.855225,94031.80934984391,
11687,23014,Begíjar,23,1,187.0,3073.0,,,68975305.9873047,44440.595728198095,
11688,23015,Bélmez de la Moraleda,23,1,104.0,1600.0,,,79175221.1334229,40509.3709244481,
11689,23016,Benatae,23,1,18.0,467.0,,,72409109.2526855,61315.9698542505,
11690,23017,Cabra del Santo Cristo,23,1,102.0,1877.0,,,299285783.79577595,100318.516979084,
11691,23018,Cambil,23,1,129.0,2772.0,,,223685189.487671,70143.0949545584,
11692,23019,Campillo de Arenas,23,1,69.0,1854.0,,,186217110.741089,90592.17673861461,
11693,23020,Canena,23,1,118.0,1927.0,,,23135287.4954834,21472.0874469457,
11694,23021,Carboneros,23,1,39.0,625.0,,,95090820.1958008,50613.15466292849,
11695,23024,"Carolina, La",23,1,2272.0,15508.0,,,327611817.407227,105645.170002311,
11696,23025,Castellar,23,1,86.0,3389.0,,,255882228.845215,131298.382394013,
11697,23026,Castillo de Locubín,23,1,104.0,4165.0,,,163429834.789307,57957.4054601333,
11698,23027,Cazalilla,23,1,33.0,844.0,,,75125979.5219727,49143.477427646605,
11699,23028,Cazorla,23,1,559.0,7613.0,,,491462014.373291,163980.406164078,
11700,23029,Chiclana de Segura,23,1,30.0,988.0,,,384336455.382446,115377.507330124,
11701,23030,Chilluévar,23,1,31.0,1483.0,,,62535072.9017334,40937.0957174527,
11702,23031,Escañuela,23,1,31.0,952.0,,,22109469.862060502,20707.844643796798,
11703,23032,Espelúy,23,1,48.0,666.0,,,41270866.1357422,30187.1785444577,
11704,23033,Frailes,23,1,42.0,1610.0,,,64193373.37292479,35727.1136688162,
11705,23034,Fuensanta de Martos,23,1,139.0,3071.0,,,86312996.4439697,41063.4582936649,
11706,23035,Fuerte del Rey,23,1,80.0,1384.0,,,56449420.59021,44945.917969638605,
11707,23037,Génave,23,1,28.0,614.0,,,103772804.39550799,43693.9108099945,
11708,23038,"Guardia de Jaén, La",23,1,317.0,4931.0,,,61852441.8225098,35139.5329719668,
11709,23039,Guarromán,23,1,289.0,2821.0,,,155821963.81115702,99284.42540930561,
11710,23040,Lahiguera,23,1,37.0,1759.0,,,72121671.3105469,36502.5592004547,
11711,23041,Higuera de Calatrava,23,1,21.0,622.0,,,62147628.0126953,38868.8861035894,
11712,23042,Hinojares,23,1,21.0,334.0,,,64103174.0075684,43923.526620912795,
11713,23043,Hornos,23,1,22.0,631.0,,,190745018.284668,90025.43813957571,
11714,23044,Huelma,23,1,403.0,5932.0,,,399919649.077515,103149.47260289699,
11715,23045,Huesa,23,1,69.0,2541.0,,,221480019.036865,105416.19133084301,
11716,23046,Ibros,23,1,189.0,2925.0,,,90033123.36901858,51211.0547723085,
11717,23047,"Iruela, La",23,1,113.0,1958.0,,,199772781.219116,83994.8911060751,
11718,23048,Iznatoraf,23,1,17.0,1000.0,,,140192955.411499,113893.87515808,
11719,23049,Jabalquinto,23,1,81.0,2114.0,,,118193162.921021,54011.4584795513,
11720,23050,Jaén,23,1,9899.0,114238.0,,,680622432.968384,167406.455826793,
11721,23051,Jamilena,23,1,138.0,3343.0,,,14421783.605835,17158.6855412954,
11722,23052,Jimena,23,1,56.0,1293.0,,,77160041.0614014,48746.5847528709,
11723,23053,Jódar,23,1,476.0,11901.0,,,238905161.21582,75731.290842761,
11724,23054,Larva,23,1,9.0,486.0,,,66939585.180175796,34359.6450888763,
11725,23055,Linares,23,1,7045.0,58449.0,,,318116142.929321,99462.800133664,
11726,23056,Lopera,23,1,127.0,3714.0,,,109411954.950684,55247.708813561396,
11727,23057,Lupión,23,1,34.0,881.0,,,39253959.8234863,31732.6834073252,
11728,23058,Mancha Real,23,1,644.0,11265.0,,,156899584.47583002,82363.3679036707,
11729,23059,Marmolejo,23,1,414.0,6968.0,,,287766044.161499,98330.6439964991,
11730,23060,Martos,23,1,1286.0,24207.0,,,417669371.48596203,136059.93613991802,
11731,23061,Mengíbar,23,1,1032.0,9916.0,,,100330767.050903,61844.766616242305,
11732,23062,Montizón,23,1,24.0,1745.0,,,345549179.787231,83704.9789965143,
11733,23063,Navas de San Juan,23,1,114.0,4506.0,,,285200865.645142,126259.451946374,
11734,23064,Noalejo,23,1,32.0,1963.0,,,79099312.73083499,84906.17800687111,
11735,23065,Orcera,23,1,116.0,1860.0,,,205638875.345947,139563.441828481,
11736,23066,Peal de Becerro,23,1,263.0,5290.0,,,236932801.40563998,130083.827674853,
11737,23067,Pegalajar,23,1,159.0,2945.0,,,127994681.84082,54243.8409692432,
11738,23069,Porcuna,23,1,198.0,6403.0,,,282113457.736328,74760.64329501889,
11739,23070,Pozo Alcón,23,1,473.0,4758.0,,,221854597.15918,91533.53542491779,
11740,23071,Puente de Génave,23,1,95.0,2218.0,,,63057419.9425049,43802.0761320431,
11741,23072,"Puerta de Segura, La",23,1,118.0,2396.0,,,158813817.469727,70199.5021830858,
11742,23073,Quesada,23,1,236.0,5400.0,,,526545521.946655,161170.985548684,
11743,23074,Rus,23,1,264.0,3630.0,,,76452018.842041,48718.3410341309,
11744,23075,Sabiote,23,1,218.0,4012.0,,,181435484.69177198,69919.7747098476,
11745,23076,Santa Elena,23,1,131.0,930.0,,,237026891.69067404,83911.9948230204,
11746,23077,Santiago de Calatrava,23,1,15.0,709.0,,,75428364.8411865,36067.9828192115,
11747,23079,Santisteban del Puerto,23,1,131.0,4566.0,,,606434816.950562,163814.689159214,
11748,23080,Santo Tomé,23,1,79.0,2208.0,,,118580894.87341298,94802.3687780276,
11749,23081,Segura de la Sierra,23,1,72.0,1807.0,,,365635576.290161,228914.32775449898,
11750,23082,Siles,23,1,126.0,2305.0,,,289870579.772339,122403.436942279,
11751,23084,Sorihuela del Guadalimar,23,1,47.0,1157.0,,,89727879.33874509,91559.88186271882,
11752,23085,Torreblascopedro,23,1,113.0,2594.0,,,99044648.2521973,52447.0792596743,
11753,23086,Torredelcampo,23,1,1039.0,14435.0,,,292299386.911377,85606.8761979839,
11754,23087,Torredonjimeno,23,1,1000.0,13780.0,,,253096634.16149902,85822.9974546087,
11755,23088,Torreperogil,23,1,603.0,7391.0,,,146741667.988892,71289.5393636879,
11756,23090,Torres,23,1,50.0,1475.0,,,128350235.19921899,47345.227861342304,
11757,23091,Torres de Albánchez,23,1,58.0,826.0,,,105923580.7948,68260.9053973725,
11758,23092,Úbeda,23,1,3295.0,34733.0,,,651516881.531738,235955.407663272,
11759,23093,Valdepeñas de Jaén,23,1,99.0,3852.0,,,293166377.36669904,78980.306501957,
11760,23094,Vilches,23,1,284.0,4567.0,,,442767665.42773396,145422.853373065,
11761,23095,Villacarrillo,23,1,399.0,10857.0,,,387198758.603394,132309.381113007,
11762,23096,Villanueva de la Reina,23,1,192.0,3151.0,,,338831555.546631,155583.850735769,
11763,23097,Villanueva del Arzobispo,23,1,282.0,8402.0,,,288021643.456543,147538.90381047,
11764,23098,Villardompardo,23,1,26.0,1001.0,,,28062909.5709229,23057.963039962797,
11765,23099,"Villares, Los",23,1,219.0,6007.0,,,141752832.061401,49777.1364309009,
11766,23101,Villarrodrigo,23,1,23.0,425.0,,,128307882.350098,64756.036611493095,
11767,23901,Cárcheles,23,1,58.0,1375.0,,,64710816.47839361,37314.7879986352,
11768,23902,Bedmar y Garcíez,23,1,129.0,2757.0,,,190798273.033203,86856.0951919044,
11769,23903,Villatorres,23,1,167.0,4389.0,,,117008291.11816399,71764.704283674,
11770,23904,Santiago-Pontones,23,1,107.0,3108.0,,,1104364932.94653,254954.06606853698,
11771,23905,Arroyo del Ojanco,23,1,64.0,2353.0,,,91495772.47302249,48263.6783175858,
11772,24001,Acebedo,24,7,5.0,205.0,,,93959891.2192383,71640.9970578677,
11773,24002,Algadefe,24,7,8.0,284.0,,,27958779.2304688,21598.9658016403,
11774,24003,Alija del Infantado,24,7,46.0,687.0,,,95250568.2321777,56288.2036495176,
11775,24004,Almanza,24,7,33.0,553.0,,,262805510.480469,86758.619507636,
11776,24005,"Antigua, La",24,7,27.0,395.0,,,99670494.2868652,50925.7550240047,
11777,24006,Ardón,24,7,32.0,548.0,,,89362626.59277341,63656.709689456904,
11778,24007,Arganza,24,7,99.0,819.0,,,74311797.295166,40320.6972789508,
11779,24008,Astorga,24,7,920.0,11153.0,,,86013422.5651855,47782.8943359217,
11780,24009,Balboa,24,7,17.0,318.0,,,94308465.7873535,44334.5060528552,
11781,24010,"Bañeza, La",24,7,972.0,10349.0,,,36052870.2597656,28328.9723587193,
11782,24011,Barjas,24,7,18.0,189.0,,,115762902.330078,51236.746007513895,
11783,24012,"Barrios de Luna, Los",24,7,12.0,310.0,,,175516404.092285,64670.319575359405,
11784,24014,Bembibre,24,7,885.0,9191.0,,,117127137.536133,58341.7050697683,
11785,24015,Benavides,24,7,170.0,2522.0,,,136501158.06543002,57235.593208760896,
11786,24016,Benuza,24,7,23.0,487.0,,,316902353.375244,82949.7329948705,
11787,24017,Bercianos del Páramo,24,7,31.0,580.0,,,64282839.2802734,41491.11571849,
11788,24018,Bercianos del Real Camino,24,7,2.0,193.0,,,62803852.657959,40304.427904239,
11789,24019,Berlanga del Bierzo,24,7,30.0,366.0,,,51734803.1650391,35810.2269583718,
11790,24020,Boca de Huérgano,24,7,23.0,470.0,,,545830604.513184,126082.789799574,
11791,24021,Boñar,24,7,161.0,1865.0,,,336801223.463867,91244.8266290623,
11792,24022,Borrenes,24,7,27.0,332.0,,,66923009.8967285,40907.102519982,
11793,24023,Brazuelo,24,7,21.0,288.0,,,180699500.097656,78082.8452939105,
11794,24024,"Burgo Ranero, El",24,7,46.0,751.0,,,180665781.847168,80532.304709978,
11795,24025,Burón,24,7,18.0,325.0,,,295610086.484375,118391.836841221,
11796,24026,Bustillo del Páramo,24,7,47.0,1235.0,,,131909097.146973,72541.5839797662,
11797,24027,Cabañas Raras,24,7,109.0,1337.0,,,35350224.4365234,26046.0620836462,
11798,24028,Cabreros del Río,24,7,16.0,421.0,,,45460685.54541021,39017.7229375749,
11799,24029,Cabrillanes,24,7,30.0,779.0,,,318642013.327637,89453.75267410961,
11800,24030,Cacabelos,24,7,607.0,5152.0,,,60408073.3398438,37504.3367112779,
11801,24031,Calzada del Coto,24,7,13.0,241.0,,,102792366.321777,59680.7961809491,
11802,24032,Campazas,24,7,1.0,121.0,,,38004202.69677729,28370.889948903397,
11803,24033,Campo de Villavidel,24,7,6.0,205.0,,,25662279.105712898,29656.4776014943,
11804,24034,Camponaraya,24,7,403.0,4072.0,,,53554405.833252005,35493.845016845204,
11805,24036,Candín,24,7,25.0,283.0,,,262435372.50293,102100.88710490099,
11806,24037,Cármenes,24,7,15.0,363.0,,,288197273.724121,84529.5888062632,
11807,24038,Carracedelo,24,7,301.0,3500.0,,,59690842.7966309,44863.5096142017,
11808,24039,Carrizo,24,7,132.0,2278.0,,,77248755.7773438,45589.5279789706,
11809,24040,Carrocera,24,7,21.0,479.0,,,122653121.89599599,56510.5410192539,
11810,24041,Carucedo,24,7,40.0,555.0,,,64376161.5837402,39892.797083404,
11811,24042,Castilfalé,24,7,0.0,68.0,,,47237188.31103521,43969.4076516505,
11812,24043,Castrillo de Cabrera,24,7,11.0,129.0,,,212219099.914551,69763.3423302908,
11813,24044,Castrillo de la Valduerna,24,7,7.0,171.0,,,43035364.2412109,36774.627200985204,
11814,24046,Castrocalbón,24,7,67.0,1002.0,,,160988844.75634798,59111.0401907716,
11815,24047,Castrocontrigo,24,7,62.0,807.0,,,354743664.670654,91400.86891445289,
11816,24049,Castropodame,24,7,133.0,1680.0,,,110068881.425537,66565.03175840361,
11817,24050,Castrotierra de Valmadrigal,24,7,5.0,110.0,,,43051678.8200684,48366.1817003833,
11818,24051,Cea,24,7,10.0,436.0,,,206961581.02270502,137440.255912044,
11819,24052,Cebanico,24,7,9.0,158.0,,,166381960.98706102,75587.7471328456,
11820,24053,Cebrones del Río,24,7,22.0,472.0,,,38750314.2404785,33531.2258916481,
11821,24054,Cimanes de la Vega,24,7,14.0,471.0,,,47339698.2685547,34849.752149330496,
11822,24055,Cimanes del Tejar,24,7,51.0,755.0,,,136559034.251953,69116.1743379459,
11823,24056,Cistierna,24,7,280.0,3243.0,,,181387019.53613302,85520.0165577282,
11824,24057,Congosto,24,7,117.0,1554.0,,,67995860.2421875,39106.6367786118,
11825,24058,Corbillos de los Oteros,24,7,7.0,217.0,,,58369449.4023438,42432.926074228504,
11826,24059,Corullón,24,7,82.0,927.0,,,152813122.704102,66382.7118569209,
11827,24060,Crémenes,24,7,28.0,570.0,,,285733347.248779,97456.0936846122,
11828,24061,Cuadros,24,7,148.0,1986.0,,,203386900.60498,68024.8122617864,
11829,24062,Cubillas de los Oteros,24,7,7.0,152.0,,,22885884.5644531,24078.0437053175,
11830,24063,Cubillas de Rueda,24,7,24.0,411.0,,,160663236.111816,71468.57345024281,
11831,24064,Cubillos del Sil,24,7,152.0,1859.0,,,98845594.833252,43079.5767389763,
11832,24065,Chozas de Abajo,24,7,201.0,2553.0,,,184506487.185547,95746.2549697986,
11833,24066,Destriana,24,7,22.0,511.0,,,102923084.476563,53932.4295363088,
11834,24067,Encinedo,24,7,32.0,715.0,,,356290374.385498,99425.59323389821,
11835,24068,"Ercina, La",24,7,29.0,473.0,,,195109539.800049,69193.1059630705,
11836,24069,Escobar de Campos,24,7,1.0,42.0,,,31373247.03125,24204.524431039103,
11837,24070,Fabero,24,7,487.0,4635.0,,,101576660.378418,53081.6574928239,
11838,24071,Folgoso de la Ribera,24,7,88.0,1132.0,,,128324090.088623,51753.631660893894,
11839,24073,Fresno de la Vega,24,7,15.0,530.0,,,27732066.200927697,26529.1897778835,
11840,24074,Fuentes de Carbajal,24,7,3.0,90.0,,,58540156.90478521,36693.013407236096,
11841,24076,Garrafe de Torío,24,7,101.0,1496.0,,,232353753.450195,67156.20095792839,
11842,24077,Gordaliza del Pino,24,7,14.0,252.0,,,50033580.1916504,31903.853840275402,
11843,24078,Gordoncillo,24,7,25.0,433.0,,,42510621.1352539,31275.223868793302,
11844,24079,Gradefes,24,7,49.0,966.0,,,380772424.207764,104959.639820608,
11845,24080,Grajal de Campos,24,7,6.0,234.0,,,46434674.4465332,28479.685104647997,
11846,24081,Gusendos de los Oteros,24,7,3.0,138.0,,,45259891.5217285,39397.35772393,
11847,24082,Hospital de Órbigo,24,7,68.0,976.0,,,8434927.29833984,14019.4626613208,
11848,24083,Igüeña,24,7,84.0,1190.0,,,382253160.280029,116963.299719549,
11849,24084,Izagre,24,7,10.0,179.0,,,80753702.4255371,53795.009916283,
11850,24086,Joarilla de las Matas,24,7,10.0,304.0,,,94125266.3972168,53489.8774987679,
11851,24087,Laguna Dalga,24,7,32.0,683.0,,,70290082.6838379,41542.7989740235,
11852,24088,Laguna de Negrillos,24,7,65.0,1079.0,,,131067212.317383,52292.6296555279,
11853,24089,León,24,7,10406.0,125317.0,,,72057130.3911133,49146.9181984872,
11854,24090,Lucillo,24,7,21.0,391.0,,,302796793.013916,77828.8733667288,
11855,24091,Luyego,24,7,27.0,678.0,,,242291128.599365,76308.4565968033,
11856,24092,Llamas de la Ribera,24,7,41.0,849.0,,,110720130.48486298,49104.4915502145,
11857,24093,Magaz de Cepeda,24,7,19.0,369.0,,,134007800.41626,45427.12379830651,
11858,24094,Mansilla de las Mulas,24,7,173.0,1768.0,,,65085392.4865723,53362.11862093821,
11859,24095,Mansilla Mayor,24,7,17.0,340.0,,,26656359.760498002,25619.067220021603,
11860,24096,Maraña,24,7,1.0,121.0,,,62902318.640625,38740.3017691977,
11861,24097,Matadeón de los Oteros,24,7,4.0,236.0,,,85036328.4411621,52977.9373385577,
11862,24098,Matallana de Torío,24,7,125.0,1322.0,,,136723067.744385,55368.653617922,
11863,24099,Matanza,24,7,9.0,179.0,,,97906862.0532227,62262.968989450994,
11864,24100,Molinaseca,24,7,67.0,895.0,,,146512257.040283,57345.3811192867,
11865,24101,Murias de Paredes,24,7,19.0,407.0,,,376181286.510254,101933.46173527099,
11866,24102,Noceda del Bierzo,24,7,47.0,692.0,,,133701079.12475601,49335.5087175712,
11867,24103,Oencia,24,7,23.0,293.0,,,181200627.310303,68523.796719588,
11868,24104,"Omañas, Las",24,7,13.0,276.0,,,60175666.34912111,37951.7627805453,
11869,24105,Onzonilla,24,7,150.0,1779.0,,,40108271.9621582,37863.9104565593,
11870,24106,Oseja de Sajambre,24,7,11.0,252.0,,,137742098.133301,51841.9884341134,
11871,24107,Pajares de los Oteros,24,7,13.0,279.0,,,113207950.466797,60381.2468968614,
11872,24108,Palacios de la Valduerna,24,7,28.0,400.0,,,37368473.6179199,34406.0113171089,
11873,24109,Palacios del Sil,24,7,89.0,1030.0,,,337702423.937012,97418.68731644901,
11874,24110,Páramo del Sil,24,7,130.0,1336.0,,,353854636.416992,125025.33394136801,
11875,24112,Peranzanes,24,7,9.0,321.0,,,218915487.748291,66397.26968501719,
11876,24113,Pobladura de Pelayo García,24,7,13.0,379.0,,,36899413.5458984,27153.798771101498,
11877,24114,"Pola de Gordón, La",24,7,246.0,3379.0,,,293669220.25293,84108.4483256494,
11878,24115,Ponferrada,24,7,6381.0,65788.0,,,520987672.69970703,138454.846312435,
11879,24116,Posada de Valdeón,24,7,13.0,452.0,,,309493780.127441,82261.0420685198,
11880,24117,Pozuelo del Páramo,24,7,27.0,455.0,,,65990539.847900406,46004.758698168494,
11881,24118,Prado de la Guzpeña,24,7,9.0,123.0,,,42616443.5563965,31015.9365688614,
11882,24119,Priaranza del Bierzo,24,7,45.0,785.0,,,61886251.265136704,54081.2062108746,
11883,24120,Prioro,24,7,27.0,374.0,,,91321656.1914063,47672.0988632763,
11884,24121,Puebla de Lillo,24,7,25.0,693.0,,,320914252.436279,86336.5921872163,
11885,24122,Puente de Domingo Flórez,24,7,95.0,1533.0,,,108662275.077637,48339.1566826958,
11886,24123,Quintana del Castillo,24,7,59.0,773.0,,,289374994.638916,95892.3289497259,
11887,24124,Quintana del Marco,24,7,20.0,388.0,,,42594938.166259795,32804.4207965728,
11888,24125,Quintana y Congosto,24,7,32.0,343.0,,,161380921.65893602,68449.7400272554,
11889,24127,Regueras de Arriba,24,7,8.0,295.0,,,20757315.966552697,22822.4043879443,
11890,24129,Reyero,24,7,3.0,125.0,,,48912709.1455078,30668.410692133,
11891,24130,Riaño,24,7,28.0,477.0,,,182478701.768066,72153.6455002822,
11892,24131,Riego de la Vega,24,7,50.0,812.0,,,64876978.54052729,43060.7340019053,
11893,24132,Riello,24,7,40.0,622.0,,,438578707.058105,105503.797381215,
11894,24133,Rioseco de Tapia,24,7,15.0,390.0,,,133761087.07421899,56517.2185940604,
11895,24134,"Robla, La",24,7,372.0,4045.0,,,158395266.51074198,64073.8676745364,
11896,24136,Roperuelos del Páramo,24,7,23.0,565.0,,,99425290.4262695,45726.284811804406,
11897,24137,Sabero,24,7,103.0,1184.0,,,46408428.40771479,31926.4281562973,
11898,24139,Sahagún,24,7,152.0,2597.0,,,226653000.78369102,112156.986772771,
11899,24141,San Adrián del Valle,24,7,12.0,105.0,,,28806392.245849602,22741.5111770906,
11900,24142,San Andrés del Rabanedo,24,7,2697.0,31123.0,,,119841810.369385,52797.262570044404,
11901,24143,Sancedo,24,7,46.0,563.0,,,57429449.2365723,40464.3212452906,
11902,24144,San Cristóbal de la Polantera,24,7,44.0,745.0,,,45042639.713622995,37228.1854596731,
11903,24145,San Emiliano,24,7,42.0,678.0,,,393897357.659912,114339.07409626301,
11904,24146,San Esteban de Nogales,24,7,17.0,265.0,,,58717469.32958979,34961.484653864,
11905,24148,San Justo de la Vega,24,7,91.0,1912.0,,,88959280.1594238,45868.06087232519,
11906,24149,San Millán de los Caballeros,24,7,8.0,176.0,,,45157607.155761704,33408.7838556277,
11907,24150,San Pedro Bercianos,24,7,8.0,244.0,,,43167133.0114746,35330.9331291408,
11908,24151,Santa Colomba de Curueño,24,7,22.0,508.0,,,170630175.68335,65763.0551347529,
11909,24152,Santa Colomba de Somoza,24,7,35.0,498.0,,,329672013.015381,107676.127069197,
11910,24153,Santa Cristina de Valmadrigal,24,7,11.0,272.0,,,73351046.277832,42041.1652620624,
11911,24154,Santa Elena de Jamuz,24,7,106.0,1109.0,,,113836150.530273,47168.266893285705,
11912,24155,Santa María de la Isla,24,7,18.0,498.0,,,23366057.534668,26414.4843494965,
11913,24156,Santa María del Monte de Cea,24,7,8.0,237.0,,,169744653.408691,69518.9835518186,
11914,24157,Santa María del Páramo,24,7,206.0,3104.0,,,36799768.5930176,39531.1708495035,
11915,24158,Santa María de Ordás,24,7,16.0,329.0,,,84552670.342041,41573.7844986575,
11916,24159,Santa Marina del Rey,24,7,80.0,1959.0,,,83944144.9199219,52807.756453377195,
11917,24160,Santas Martas,24,7,52.0,768.0,,,218367775.796631,78001.7028037499,
11918,24161,Santiago Millas,24,7,17.0,338.0,,,72813891.2199707,55443.573919712595,
11919,24162,Santovenia de la Valdoncina,24,7,187.0,2069.0,,,55982348.6481934,37020.2189520056,
11920,24163,Sariegos,24,7,291.0,4950.0,,,67260264.8920898,44498.3678933106,
11921,24164,Sena de Luna,24,7,13.0,389.0,,,275571075.808594,102702.16436631199,
11922,24165,Sobrado,24,7,7.0,333.0,,,66359637.2919922,48242.9958573451,
11923,24166,Soto de la Vega,24,7,99.0,1578.0,,,43180312.2509766,31914.4864182792,
11924,24167,Soto y Amío,24,7,59.0,823.0,,,128482638.923828,79487.4502030463,
11925,24168,Toral de los Guzmanes,24,7,14.0,515.0,,,38533710.1550293,25438.8777594212,
11926,24169,Toreno,24,7,320.0,3219.0,,,191882829.866699,84243.570137426,
11927,24170,Torre del Bierzo,24,7,171.0,2157.0,,,219982966.45800802,95943.329426683,
11928,24171,Trabadelo,24,7,20.0,352.0,,,119287680.94287099,65034.8118854546,
11929,24172,Truchas,24,7,23.0,426.0,,,550699249.3891599,126396.351628891,
11930,24173,Turcia,24,7,69.0,1035.0,,,58982056.9121094,40782.926522596805,
11931,24174,Urdiales del Páramo,24,7,17.0,502.0,,,60222535.6220703,44037.224160667305,
11932,24175,Valdefresno,24,7,144.0,2167.0,,,189300220.66259798,67614.8963412671,
11933,24176,Valdefuentes del Páramo,24,7,19.0,335.0,,,44233481.8671875,32484.9215408175,
11934,24177,Valdelugueros,24,7,21.0,530.0,,,268203974.664795,79422.1859871124,
11935,24178,Valdemora,24,7,2.0,74.0,,,24430788.544189498,28334.857896050897,
11936,24179,Valdepiélago,24,7,21.0,338.0,,,105788541.268066,62467.2378962996,
11937,24180,Valdepolo,24,7,75.0,1240.0,,,262835803.537354,91961.25967523821,
11938,24181,Valderas,24,7,118.0,1719.0,,,181017211.450684,59494.5608010574,
11939,24182,Valderrey,24,7,35.0,450.0,,,110503916.128662,60813.9534886541,
11940,24183,Valderrueda,24,7,42.0,885.0,,,299061629.30395496,101466.35663678599,
11941,24184,Valdesamario,24,7,18.0,199.0,,,114465245.75268601,63751.520078215195,
11942,24185,Val de San Lorenzo,24,7,31.0,519.0,,,90802500.2070313,66856.6793876605,
11943,24187,Valdevimbre,24,7,66.0,1006.0,,,124849187.953125,65261.3285195172,
11944,24188,Valencia de Don Juan,24,7,361.0,5201.0,,,106950997.950439,55742.405937729105,
11945,24189,Valverde de la Virgen,24,7,579.0,7305.0,,,117401040.956787,46520.5273455831,
11946,24190,Valverde-Enrique,24,7,5.0,161.0,,,65679541.052002005,41706.124180207,
11947,24191,Vallecillo,24,7,8.0,121.0,,,42796382.1340332,40540.0291123107,
11948,24193,"Vecilla, La",24,7,27.0,409.0,,,82445195.4804688,47951.734858538795,
11949,24194,Vegacervera,24,7,12.0,293.0,,,65036171.18603521,39013.4665727034,
11950,24196,Vega de Espinareda,24,7,175.0,2210.0,,,245246893.77929702,104313.090581636,
11951,24197,Vega de Infanzones,24,7,86.0,880.0,,,38270306.8398438,30523.1679829431,
11952,24198,Vega de Valcarce,24,7,53.0,621.0,,,128315772.51709,56015.046348947304,
11953,24199,Vegaquemada,24,7,19.0,445.0,,,135579094.744873,81071.2002749402,
11954,24201,Vegas del Condado,24,7,51.0,1158.0,,,227493722.570801,88581.7138369444,
11955,24202,Villablino,24,7,701.0,9150.0,,,426317109.905518,116526.020706236,
11956,24203,Villabraz,24,7,4.0,99.0,,,67535582.1625977,52721.8338806565,
11957,24205,Villadangos del Páramo,24,7,62.0,1106.0,,,82758304.3217773,53491.7326146172,
11958,24206,Toral de los Vados,24,7,181.0,1909.0,,,44892027.3640137,50526.360168329906,
11959,24207,Villademor de la Vega,24,7,22.0,337.0,,,30386866.4130859,28053.1385239803,
11960,24209,Villafranca del Bierzo,24,7,265.0,3055.0,,,328363363.969482,108386.10179171301,
11961,24210,Villagatón,24,7,23.0,588.0,,,309233885.084229,100121.236571471,
11962,24211,Villamandos,24,7,14.0,303.0,,,29581925.2783203,24290.3917651575,
11963,24212,Villamañán,24,7,67.0,1181.0,,,105862874.65332,46897.2927178791,
11964,24213,Villamartín de Don Sancho,24,7,4.0,153.0,,,58431869.1408691,32672.2017862614,
11965,24214,Villamejil,24,7,50.0,704.0,,,145738776.246094,54210.883550683895,
11966,24215,,24,7,3.0,167.0,,,89329477.7683105,87585.4160402093,
11967,24216,,24,7,48.0,758.0,,,105758543.748779,57805.448582866506,
11968,24217,Villamoratiel de las Matas,24,7,7.0,163.0,,,68317602.9968262,44647.6571126847,
11969,24218,Villanueva de las Manzanas,24,7,31.0,501.0,,,58633305.9992676,35248.4958914762,
11970,24219,Villaobispo de Otero,24,7,27.0,576.0,,,58563781.3925781,36352.9960466028,
11971,24221,Villaquejida,24,7,54.0,904.0,,,97175720.3308105,69501.8412461098,
11972,24222,Villaquilambre,24,7,1440.0,18666.0,,,97461831.5456543,53060.5382958856,
11973,24223,Villarejo de Órbigo,24,7,181.0,3034.0,,,66549803.619872995,44074.364082594104,
11974,24224,Villares de Órbigo,24,7,22.0,643.0,,,47553047.2255859,34115.7495559943,
11975,24225,Villasabariego,24,7,64.0,1152.0,,,110281111.394775,60461.2733981861,
11976,24226,Villaselán,24,7,7.0,199.0,,,104257662.328125,68919.5125013663,
11977,24227,Villaturiel,24,7,153.0,1932.0,,,105118978.329346,51259.7806745599,
11978,24228,Villazala,24,7,34.0,693.0,,,83974681.0925293,59884.8372004932,
11979,24229,Villazanzo de Valderaduey,24,7,18.0,440.0,,,269088172.091309,84765.38738015191,
11980,24230,Zotes del Páramo,24,7,17.0,443.0,,,98556141.4433594,50489.1281067933,
11981,24901,Villamanín,24,7,65.0,958.0,,,329387685.57080096,94709.36660948211,
11982,24902,Villaornate y Castro,24,7,12.0,360.0,,,88004354.1293945,46891.8972716126,
11983,25001,Abella de la Conca,25,9,10.0,184.0,,,142501686.939331,59795.745057049404,
11984,25002,Àger,25,9,19.0,586.0,,,291877028.066834,103732.68618873801,
11985,25003,Agramunt,25,9,264.0,5405.0,,,142986404.448303,107197.513742213,
11986,25004,"Alamús, Els",25,9,23.0,777.0,,,36512312.4945984,36823.2665412887,
11987,25005,Alàs i Cerc,25,9,10.0,351.0,,,105467209.745483,56242.2779780859,
11988,25006,"Albagés, L'",25,9,11.0,393.0,,,46369622.6809692,36639.6412915055,
11989,25007,Albatàrrec,25,9,106.0,2275.0,,,19223406.3730469,19257.4196738658,
11990,25008,Albesa,25,9,70.0,1582.0,,,67381809.44680789,34465.0266145204,
11991,25009,"Albi, L'",25,9,37.0,781.0,,,58344445.750366196,33892.805780409,
